"year","month","day","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24"
2005,4,5,11023,10595,10800,11205,12327,14774,18088,19281,16788,15024,13733,13028,12474,12354,12056,12603,13479,14322,14799,15398,17233,16744,14474,11965
2005,4,6,10565,9948,9755,9600,9959,11683,14824,15500,14132,13235,13107,12845,13130,13131,13107,13549,14403,14915,15153,15578,17726,16808,14308,11888
2005,4,7,10429,9831,9550,9509,9924,11327,14081,14801,13743,13386,13442,13052,12824,12812,12942,12980,13671,14524,15401,16248,17013,16242,14129,11972
2005,4,8,10594,10081,10012,10009,10099,11559,13887,14862,14035,13772,13410,12867,12596,12464,12386,12627,13097,13483,13730,14376,15564,15305,13621,11816
2005,4,9,10435,9549,9328,9240,9456,10276,11368,12760,14359,14922,14720,14379,13988,13086,12848,13056,13497,13667,13756,14132,15507,15089,13903,12064
2005,4,10,10634,10033,10107,10327,10790,11891,13514,15988,16989,16498,15112,14117,13607,13137,13135,12944,13455,14078,14488,14880,16930,15957,14056,11801
2005,4,11,10285,9760,9645,9632,10535,12200,15190,16001,14578,13899,13604,13060,12949,13044,13283,13752,14478,14944,15370,15839,17797,16772,14266,11791
2005,4,12,10302,9598,9487,9550,9814,11605,14547,15435,14615,15143,15359,14950,14450,14584,14572,14619,15654,17529,19344,19686,19800,18872,16813,14617
2005,4,13,13637,13280,13415,13601,14222,16103,19252,20107,19306,19112,18886,18762,17826,17401,16938,16615,17122,17125,17642,18254,19554,18704,17375,15730
2005,4,14,14895,14972,15607,16321,17539,20271,23662,23531,19895,17183,15429,14015,13308,12900,12375,12507,12927,13509,14223,15304,17296,16729,14603,12509
2005,4,15,11282,11435,11704,12189,13263,15690,19074,19678,17782,16150,15142,14067,13244,12735,12596,12739,13148,13669,14204,14893,17061,16883,15625,14362
2005,4,16,13653,13814,14677,15603,16539,17824,20484,21994,20795,19377,18155,16639,15663,14277,13297,13240,13466,13591,13876,14353,16073,15808,14523,13318
2005,4,17,12727,12576,13051,13966,15003,16050,18328,21034,20709,18939,16669,15080,14411,13609,13210,12844,13214,13552,13817,14671,16250,15688,13718,11606
2005,4,18,10463,10082,10099,10129,10788,12572,15506,15888,14617,13894,13317,12993,13189,13222,13103,13455,14359,15235,15757,16268,17958,17107,14594,11988
2005,4,19,10469,9886,9621,9646,10036,11770,14526,15295,14240,13790,13525,13123,13414,13918,13551,13773,14737,15749,16393,16550,17927,17097,14635,12323
2005,4,20,10773,9983,9669,9714,10135,11632,14576,15206,13821,13146,13290,13605,14067,14902,15143,15652,16645,17266,17661,17516,18942,18138,15207,12649
2005,4,21,11007,10382,9946,9629,10089,11496,14000,14247,13370,13231,13844,14170,14410,15282,15638,16317,16594,16889,17107,17406,16502,15938,13940,12171
2005,4,22,10866,10080,9859,9689,9941,11355,13996,14565,13970,13600,13549,13270,13115,12748,12394,12358,13134,13952,14690,15466,15056,14718,13402,11797
2005,4,23,10524,9960,9579,9509,9738,9954,11181,12853,14305,15281,14939,14744,14358,14077,13661,13598,14064,14717,15044,15493,16773,16557,15428,14365
2005,4,24,13376,12784,12738,13067,13653,14543,16452,19407,21481,21896,20658,19799,19228,18508,17247,16365,16811,17439,18548,19408,20670,19814,18411,16512
2005,4,25,15288,14949,14891,14909,15444,17115,20271,19815,17265,16457,15510,14858,13407,12996,12310,12489,13120,13810,14175,14843,16808,16429,14417,12415
2005,4,26,11494,11306,11683,12011,12883,14966,18440,18671,16370,14784,13773,13176,12788,12561,12165,12052,12960,13713,15104,15992,16463,15837,13893,12120
2005,4,27,11192,10707,10783,10862,11454,13370,16348,16772,15402,14002,13316,12847,12722,12552,12270,12358,12966,13834,14417,14808,16413,16368,14545,12645
2005,4,28,11897,11762,12091,12498,13392,16000,19482,19553,16864,15231,14093,13171,12826,12486,12197,12188,12974,13579,14358,15833,17265,16355,14119,12077
2005,4,29,10938,10592,10793,10655,11389,12951,16309,17400,16407,16539,16135,15322,14236,13541,12798,12850,13428,14398,14732,14892,15653,15077,13435,12004
2005,4,30,10705,10201,9946,10036,10272,10656,11842,13488,15270,16131,16412,15856,15503,14537,13613,13565,13989,13778,13888,14308,15251,14570,13276,11860
2005,5,1,10341,9437,9208,9158,9359,9740,10899,13349,15331,15775,14905,14169,13754,13460,12988,12617,12945,13150,13642,14218,15770,15532,14243,12595
2005,5,2,11607,11417,11771,12460,13554,15935,19387,19609,17432,16066,15168,14006,13456,13220,13005,13773,14449,14576,14964,15778,17936,18172,16535,14975
2005,5,3,13977,13707,13610,14405,15311,17825,21538,21251,18198,16050,14874,13573,12887,12648,12132,12511,13071,13657,14379,15048,16465,16451,14836,12833
2005,5,4,11583,11001,11016,11315,12181,14311,17468,17937,16607,15365,14321,13345,13046,12869,12322,12499,13135,14124,14471,14806,16405,16464,14539,12543
2005,5,5,11495,11368,11523,12052,12953,14979,18117,18113,16022,15091,14368,13476,12824,12591,11793,12371,13167,13959,14498,15297,16536,16723,15130,12981
2005,5,6,11821,11515,11510,11598,12438,14386,17540,18308,17063,16519,16115,15172,13923,13536,12984,13058,13520,13903,13875,14375,15985,16459,15392,13860
2005,5,7,12781,12586,12688,13030,13645,14752,16760,17825,17705,16478,15256,14578,13981,13483,13280,13479,14120,14203,14076,14637,15251,15105,13735,11845
2005,5,8,10494,9811,9658,9775,10266,10879,12321,14714,16195,16112,15091,14478,14189,13603,13411,13636,14420,15023,15122,15182,16163,16270,14537,12190
2005,5,9,10349,9896,9778,9719,10207,12031,14815,15368,14150,13484,13497,13627,14073,14122,14027,15097,16249,17225,17615,17405,18287,17660,14730,12124
2005,5,10,10526,9853,9646,9558,10102,11770,14545,14939,13881,13561,13495,13234,14009,14185,14847,15982,17157,18338,18602,18450,18727,18556,16045,13218
2005,5,11,11313,10448,9981,9737,10036,11438,13931,14469,13716,13533,14276,14943,15962,16737,17674,18972,20263,20832,21275,20899,20975,20493,17649,14466
2005,5,12,12605,11524,10898,10542,10781,12062,14567,15189,14679,15070,16313,17407,18623,19529,20155,21150,22207,22300,21941,21144,21166,20149,17163,14389
2005,5,13,12164,11166,10638,10439,10610,11610,14005,14982,14270,14016,14184,13916,13635,13576,12911,13163,14204,14462,14853,15040,15882,15894,14005,11967
2005,5,14,10559,9762,9324,9253,9259,9760,10949,12509,14192,14851,14620,14806,15464,16127,16973,17946,18820,19146,18247,16952,16821,16829,14977,12776
2005,5,15,10998,9980,9401,9146,9135,9216,9978,11783,14192,15380,15617,15292,15430,15130,14707,14230,14459,15093,15141,15531,15682,15297,14382,12584
2005,5,16,10900,10280,9954,9725,10160,11696,14274,15011,14086,13905,13700,13492,13434,13766,13804,14081,15126,16008,16613,16390,17018,16555,14564,12446
2005,5,17,10836,10084,9791,9677,10310,11781,14023,15180,14168,13838,13586,13077,13128,13166,13076,13490,14197,15420,16007,16286,16821,17033,14745,12340
2005,5,18,10678,9963,9680,9545,9882,11685,14553,15231,13861,13859,13672,13287,13488,14068,15060,16263,17492,18194,18326,17926,18497,18427,15788,12831
2005,5,19,11101,10371,10063,9858,10120,11555,13814,14895,13900,13742,13957,13926,13436,13516,13397,13628,14550,15071,15609,16687,17221,16720,14360,11501
2005,5,20,10645,9259,9408,9476,9940,11219,13347,14305,13905,14091,14271,14250,14265,14231,14045,14117,14379,14456,14768,14894,15284,14920,13132,11565
2005,5,21,10140,9494,9146,8926,9254,9862,11009,12822,14224,14714,14516,13916,13995,13810,13742,14237,15186,15690,15750,15275,15396,15376,13958,11643
2005,5,22,9954,9110,8743,8577,8693,9031,10010,12095,14212,15074,14601,14307,14674,14862,15037,15078,15514,15870,16110,16231,16382,15660,14477,12409
2005,5,23,10611,9922,9584,9497,9833,11150,13693,14548,13960,13858,14184,14502,14995,15612,15313,15538,16685,17583,17413,17603,18108,17584,15056,12372
2005,5,24,10736,9992,9852,9529,9816,11144,13695,14456,13614,13516,13305,12881,12796,12842,12649,13282,14344,15078,16030,16289,16188,15753,14154,12164
2005,5,25,10943,10324,10302,10239,10879,12388,15376,16021,14981,14359,13681,13370,13417,12935,12406,12723,13149,14057,14701,15426,16173,15774,14115,12174
2005,5,26,10693,10242,10374,10098,10687,12320,14976,15300,14289,13927,13623,13148,13513,13836,14041,14841,16162,17302,18219,18089,18091,18286,15748,12981
2005,5,27,11121,10293,9831,9612,9842,11193,14006,14587,14035,14136,14254,14327,14580,14556,15167,15976,17406,18570,18887,18479,17958,17852,16087,13468
2005,5,28,11407,10138,9480,9076,9046,9476,10418,12102,14215,15036,15549,15726,15178,14734,14750,15624,16445,17341,17655,17076,16948,17271,15520,12833
2005,5,29,10760,9651,9135,8917,8879,9172,10264,12633,14886,15937,16405,16517,16724,16873,16678,17030,17462,17838,17628,17165,17219,17587,15429,13125
2005,5,30,10708,9640,9148,8916,8874,9245,9872,11686,14345,16567,17442,17628,17772,17882,18114,18838,20236,20749,20307,19241,18863,18382,16531,13754
2005,5,31,11782,10793,10216,9949,10069,11420,13837,14685,14202,14269,14299,14904,15417,15891,16303,17229,18238,19222,19255,18457,18441,18680,16078,13055
2005,6,1,11321,10530,10178,9890,10106,11607,13952,14684,13523,13383,13518,13905,13961,14213,14201,14800,15091,16003,16352,16588,17191,16416,14226,12083
2005,6,2,10955,10359,10003,9931,10302,11820,14388,15346,14599,14640,14931,14815,14461,14081,13681,13856,14697,15879,16047,16624,17219,16692,14584,12554
2005,6,3,11187,10742,10409,10225,10585,11743,14057,14915,14477,14741,14440,13931,13471,13428,13162,13275,14154,14796,14961,15096,15672,15959,14518,12667
2005,6,4,11124,10201,9794,9597,9644,9902,10735,12261,14205,15462,16080,16534,16838,17499,18443,19573,20779,21548,21787,20997,20331,19316,17314,15206
2005,6,5,12964,11745,10773,10109,9840,9827,10344,12572,15542,17798,19207,20922,22226,23221,24460,25399,26391,27081,26610,25485,24380,24067,21761,18115
2005,6,6,15273,13790,12822,12156,12206,13254,15396,16419,16942,17996,20096,22325,24173,25638,26898,28142,29452,30110,29736,28126,26016,23193,20162,16624
2005,6,7,14383,13115,12147,11680,11770,12825,14899,15051,15430,16602,18102,19097,21066,23013,24095,24183,24439,24997,24788,24140,23609,22635,19656,16099
2005,6,8,14056,12845,12150,11483,11721,12909,15039,15997,16499,17638,19377,21065,23256,25010,25946,26553,27009,27122,26835,25887,24525,24241,21241,17910
2005,6,9,15432,13923,12831,12262,12293,13168,15206,16245,17232,18471,20211,21672,22873,24160,24639,24448,25203,25392,22981,22909,22335,21925,19235,16441
2005,6,10,14233,12954,12304,11970,12226,13338,15489,16821,17202,17956,18995,20718,22121,24187,25343,26943,27947,27712,26640,25755,24802,24473,21444,18268
2005,6,11,15654,14066,13115,12296,12068,12137,12849,15136,17634,19304,20101,21117,22790,23857,25120,25713,25951,26155,25128,23255,21938,21405,19198,16083
2005,6,12,13611,12244,11364,10784,10639,10795,11451,14057,17099,19446,21076,21673,21659,22456,22893,23550,24105,24713,24290,23238,22098,21796,20213,17396
2005,6,13,15416,14390,13747,13357,13335,14379,15891,17009,17611,18844,19938,20671,21683,23256,25044,25964,26508,27406,28005,27302,26239,25601,22566,19414
2005,6,14,16687,14850,13635,12870,12744,13718,15025,16827,18513,20657,22842,24908,26847,28098,29624,31164,32324,33117,32932,31580,30108,28870,25193,21105
2005,6,15,17944,16070,14823,13912,13852,14303,15804,17404,19076,20722,22375,23684,24669,25585,26271,27834,29077,29664,29266,27535,25605,24406,21159,17414
2005,6,16,14622,13193,12067,11524,11602,12532,14229,15227,16592,17837,19533,20858,21873,22716,23244,24176,24704,25474,24745,23069,21514,21066,18401,15258
2005,6,17,12935,11555,10951,10630,10728,11644,12829,14213,15062,15922,16762,17201,17664,18585,19328,20575,21734,22693,22639,21105,19267,18700,16287,13703
2005,6,18,11600,10250,9569,9317,9234,9533,10377,12005,13962,15329,16277,17296,18597,19567,19738,20174,19752,19402,19183,18319,17346,17407,15908,13452
2005,6,19,11494,10177,9612,9346,9289,9401,9996,11905,14582,16151,16336,16600,16979,17366,17582,17416,17493,17617,17396,17227,17307,17488,16282,13899
2005,6,20,14901.577261281,14248.710119589,13987.0300072232,13940.5494160972,14390.6156226131,15706.2267371823,17939.1802126843,18905.7719198876,18716.5544628273,18553.83493071,18384.4561133635,18239.0424263556,18263.0920792077,18390.5363647469,18433.5117226214,18857.6566408573,19697.4276699357,20893.3274285766,21580.3460771069,21590.3995860695,21373.7372432204,20398.4386306404,18402.5753891145,16362.5591635128
2005,6,21,14925.6846617934,14269.466857153,14005.1834423035,13956.5527278746,14404.8085644984,15717.7311140741,17946.6730239058,18914.9475966402,18733.5878034431,18579.033927708,18417.9233982697,18280.268333384,18311.0767382494,18443.8423253062,18490.7721737079,18917.2572767065,19757.6970155661,20953.0221775734,21636.5846536717,21639.8455559518,21417.6142884964,20440.064925427,18439.8464282696,16395.0178982891
2005,6,22,14949.7920623058,14290.2235947169,14023.3368773838,13972.556039652,14419.0015063836,15729.2354909658,17954.1658351273,18924.1232733929,18750.6211440589,18604.232924706,18451.3906831759,18321.4942404125,18359.061397291,18497.1482858656,18548.0326247945,18976.8579125557,19817.9663611964,21012.7169265701,21692.8232302365,21689.2915258341,21461.4913337724,20481.6912202137,18477.1174674246,16427.4766330654
2005,6,23,14973.8994628182,14310.9803322809,14041.4903124641,13988.5593514295,14433.1944482689,15740.7398678575,17961.6586463489,18933.2989501456,18767.6544846747,18629.431921704,18484.8579680822,18362.7201474409,18407.0460563327,18550.454246425,18605.293075881,19036.458548405,19878.2357068268,21072.4116755669,21749.0618068013,21738.7374957163,21505.3683790483,20523.3175150003,18514.3885065797,16459.9353678418
2005,6,24,14998.0068633307,14331.7370698449,14059.6437475444,14004.5626632069,14447.3873901541,15752.2442447492,17969.1514575704,18942.4746268983,18784.6878252905,18654.630918702,18518.3252529884,18403.9460544693,18455.0307153743,18603.7602069843,18662.5535269675,19096.0591842542,19938.5050524572,21132.1064245637,21805.3003833661,21788.1834655986,21549.2454243243,20564.9438097869,18551.6595457347,16492.3941026181
2005,6,25,15022.1142638431,14352.4938074088,14077.7971826247,14020.5659749843,14461.5803320394,15763.748621641,17976.6442687919,18951.6503036509,18801.7211659063,18679.8299157,18551.7925378946,18445.1719614977,18503.015374416,18657.0661675437,18719.8139780541,19155.6598201034,19998.7743980875,21191.8011735604,21861.5389599309,21837.6294354809,21593.1224696002,20606.5701045736,18588.9305848898,16524.8528373945
2005,6,26,15046.2216643555,14373.2505449728,14095.950617705,14036.5692867618,14475.7732739246,15775.2529985327,17984.1370800135,18960.8259804036,18818.754506522,18705.028912698,18585.2598228009,18486.3978685262,18551.0000334577,18710.3721281031,18777.0744291406,19215.2604559526,20059.0437437179,21251.4959225572,21917.7775364958,21887.0754053632,21636.9995148762,20648.1963993602,18626.2016240449,16557.3115721708
2005,6,27,14747,13443,12768,12268,12192,13111,14675,16090,18154,20744,22487,24496,26175,27651,28869,30283,31541,31967,31968,30062,28446,26361,22452,18796
2005,6,28,16167,14802,13805,13137,13096,13801,15235,16448,17129,18138,18967,19757,21419,22781,23503,24145,24524,25435,25317,24555,23546,23312,20901,17207
2005,6,29,15113,13949,13142,12760,12888,13887,15730,16749,17432,18385,19850,21562,24005,26494,28076,27893,24108,25892,25028,24388,23394,22893,20775,17415
2005,6,30,14772,13382,12621,11996,11922,12913,14524,15658,17014,19156,21865,24527,27021,28861,29747,30794,31828,32141,31065,29287,28044,27346,24094,20472
2005,7,1,17618,15939,14654,13783,13458,13971,15350,16995,19213,21412,23779,25627,27516,28694,29682,31174,32739,33144,32031,29381,27569,25802,22923,19612
2005,7,2,16494,14796,13639,12852,12552,12735,13514,15423,18004,19959,21855,23929,25835,27127,26014,24291,25265,26591,27568,26667,25138,24628,22510,19065
2005,7,3,16129,13988,12904,12108,11666,11614,12186,14650,18160,21195,22280,23158,24300,25125,25462,25550,26792,27856,27613,26509,24738,23056,21750,20147
2005,7,4,16839,14849,13785,12880,12600,12665,13195,14462,17288,20768,23382,24695,25511,26562,26087,25461,25859,26703,27071,25935,23959,22971,20863,18086
2005,7,5,15143,13270,12262,11803,11788,12481,13903,15211,16326,18088,19814,21843,23689,26888,27462,27811,29569,30890,30805,29019,26949,25772,22823,18544
2005,7,6,15785,14096,13158,12494,12315,13011,14322,15471,17391,19371,21587,23886,25163,26264,27812,28951,29775,29162,28176,26791,25576,24479,21981,18307
2005,7,7,15401,14120,13080,12501,12477,13204,14706,15881,16536,17275,17817,17838,17891,17650,17679,17688,17416,17822,18740,19340,19158,18461,16858,14536
2005,7,8,12834,11886,11276,10845,10818,11710,13381,14673,16317,17782,19275,20297,21317,22038,23047,24291,25748,26628,26112,24642,22878,22156,19986,16746
2005,7,9,13939,12321,11337,10731,10490,10651,11465,13217,15381,17940,20591,22551,24476,26155,27954,29063,30054,30452,29373,27573,25998,25296,22548,18861
2005,7,10,15827,13887,12852,12041,11751,11761,12003,14038,17414,20580,23069,24864,26451,28191,29217,29955,30570,30556,29812,28497,27187,26211,23151,19290
2005,7,11,16657,15158,14154,13552,13470,14127,15346,16475,18147,19923,22201,23643,25485,26612,26667,26953,27425,28397,28700,27862,26931,26596,23358,19658
2005,7,12,17145,15906,14839,14379,14172,15033,16807,18396,19436,20642,22111,23380,25290,27736,29271,30147,29835,30758,31423,30675,28980,28010,24637,20858
2005,7,13,17695,16287,15199,14356,14380,15254,16800,17921,18493,19743,21739,24188,26177,28444,29524,30427,30931,31693,31260,29660,28560,24957,22021,18861
2005,7,14,16175,14879,13985,13358,13316,14290,15669,16785,17298,17759,18573,19133,19580,19866,19928,20698,22588,24012,25038,24784,24722,24391,21492,18348
2005,7,15,15721,14300,12849,12842,13135,13907,15952,16935,18098,19216,19801,20696,22180,23977,25412,26836,27646,27100,26605,25876,25151,24787,21758,18580
2005,7,16,16115,14619,13462,12796,12578,12446,13159,15273,18560,21275,23937,26744,28040,28932,29325,29490,30630,30254,29211,27506,25882,24967,22446,19560
2005,7,17,17053,15304,14258,13559,12891,12621,13053,15577,19764,23640,25857,28002,29157,30545,31548,31777,31879,32480,32054,29689,27620,26399,23786,20280
2005,7,18,17704,16056,14929,14324,14428,14712,16063,17794,20036,22183,24496,26799,28669,30152,30925,32083,33173,33080,32194,30781,29732,28895,25311,21859
2005,7,19,18518,16868,15682,14567,14680,15544,17067,18276,20011,22518,25082,27874,29861,31393,32417,32797,32298,31939,31207,29711,28600,27329,23944,20763
2005,7,20,18296,16739,15831,14963,14847,15467,16820,18331,20014,22239,24527,26667,28780,30343,31472,32892,34365,35032,34585,32892,31519,30166,26379,22477
2005,7,21,19334,17484,16133,15115,14994,15699,17105,18383,20236,22895,25661,28052,30180,31518,32362,33350,34451,35487,35263,33919,32637,32016,27815,24258
2005,7,22,21203,19160,17709,16733,16373,16664,18040,19301,20936,23595,26468,28737,30541,32004,32814,32052,30616,29646,29677,28752,27446,26721,23699,20412
2005,7,23,17650,15946,14888,14114,13733,13772,14657,16815,19903,22957,25749,28456,30136,31230,31939,32780,33856,34385,33723,31603,29230,27497,24408,20544
2005,7,24,17292,15297,13883,12931,12392,12302,12997,15060,18769,21253,23359,25174,26987,28523,29334,30222,31452,31664,31189,29510,27867,26872,24031,20486
2005,7,25,17583,15913,14972,14221,14199,14990,16616,17984,19944,22582,25932,28837,31084,33064,34866,36767,37992,38757,38550,36956,35839,33729,28292,23708
2005,7,26,20401,18163,16485,15387,14991,15598,17021,18453,19940,22539,26102,28886,31346,33811,35376,36511,37356,38296,38518,37214,36040,34684,30531,26217
2005,7,27,22861,20869,19563,18339,17957,18458,19224,20383,22099,25496,28966,31485,33061,34440,35745,37056,38090,38602,37682,33216,30421,28747,24880,20888
2005,7,28,18212,16485,15531,14599,14517,15328,16593,17633,18905,20774,22083,21969,21940,21862,22158,23582,24612,25682,26070,25516,25070,24535,21677,17817
2005,7,29,15099,14468,14169,13738,13646,14347,16066,17037,18120,18507,19037,19421,19433,19542,19192,19192,19886,20888,21387,21414,21740,21466,19145,16728
2005,7,30,14908,13515,12786,12200,12005,12423,13441,15025,17484,19316,20454,21013,21305,21397,21828,22820,23423,23848,23783,23075,22451,22446,20745,17971
2005,7,31,15514,13911,13267,12738,12398,12327,13053,14489,17252,18908,19049,19050,19769,20341,21194,22271,23557,24333,24391,23546,22761,21936,19613,16757
2005,8,1,14502,13178,12378,12035,12123,12990,14281,15033,16059,17887,20120,21350,23681,25471,26970,28460,29599,30704,30892,29209,27543,26161,22404,18747
2005,8,2,15960,14245,13222,12573,12564,13286,14618,15709,16936,18629,21242,24122,26770,28871,30100,31590,32676,33755,33372,31994,30675,29419,25203,21167
2005,8,3,18292,16286,15018,14317,14117,14936,16130,17059,18856,21242,24169,26424,28757,30783,32102,33323,34426,35300,35282,33407,31055,29532,25356,21024
2005,8,4,18251,16252,14993,14158,14033,14822,15995,17437,18991,21441,24317,26908,29275,31384,32085,33149,34815,35534,35372,33972,31979,30647,26581,22511
2005,8,5,19155,17378,16059,15240,14936,15308,16696,17612,19177,21376,24565,27293,30032,32014,33567,34707,35471,35882,35105,32175,30941,29406,25781,22126
2005,8,6,19200,17099,15348,14167,13450,13391,14112,15507,18576,21618,24210,26690,28709,30444,32325,33181,33690,33747,31024,28099,26481,24959,22340,19075
2005,8,7,16324,14586,13338,12747,12267,12175,12847,14656,17418,19979,21489,23524,25613,26917,27606,28389,29291,29177,28486,27373,26744,25395,22369,19194
2005,8,8,16884,15313,14455,13670,13623,14514,16027,17115,17543,18913,20972,22975,24711,25705,26491,27383,27834,28768,28340,27170,26686,25911,22564,19180
2005,8,9,16820,15155,14231,13760,13915,14713,16161,17015,17514,18506,19149,19366,19828,20843,22081,23253,24329,25630,25794,25108,24553,23658,20816,17776
2005,8,10,15692,14416,13570,12931,13064,13938,15541,16686,17844,19058,20799,22250,24505,26490,28122,29926,31538,32762,32520,30741,29553,28019,24525,21011
2005,8,11,18230,16207,15233,14376,14253,14818,16173,17034,18452,20726,23523,26251,28934,30930,32226,33554,34192,35007,34677,32974,31926,30175,26361,22288
2005,8,12,19418,17503,16187,15408,15135,15619,16683,17765,19785,22595,25075,28088,30619,32387,33616,34745,35937,36557,35376,33568,32251,30834,26780,22884
2005,8,13,19655,17529,16171,15262,14631,14549,15056,16794,19946,23233,26298,29213,31724,33392,34649,35435,36506,36747,35796,33847,32559,30793,27686,23738
2005,8,14,20703,18494,16999,15944,15195,14837,15047,16789,20604,24355,27491,29451,31980,33941,34940,35582,35948,35835,34713,33244,31888,30128,27192,23343
2005,8,15,20483,18540,17361,16169,15889,16605,17881,18748,20591,23720,26934,29296,31611,33429,34487,35436,35366,32912,30355,29176,28237,27315,23557,20261
2005,8,16,17796,16115,14964,14116,14052,14869,16541,17734,18640,20574,23181,25657,27924,30387,31838,29120,24904,26255,26784,25711,24002,23397,20585,17909
2005,8,17,15901,14943,14185,13497,13588,14597,16337,17041,17404,18554,20029,21168,22580,24220,25423,27307,28869,29560,29086,27392,26119,24608,20883,17288
2005,8,18,14972,13595,12781,12123,12204,12943,14393,15431,15908,16712,17494,18218,18471,18799,18636,19534,20864,21964,22337,22466,22902,22451,20065,17106
2005,8,19,15158,14061,13168,12621,12704,13483,15152,16168,16872,17604,19033,20357,22375,23318,24224,25738,28065,29337,29841,29092,28593,27130,23950,20613
2005,8,20,18078,16414,15074,14246,14153,14197,15017,16532,19573,22944,26407,29389,31796,33406,33787,32834,31800,31120,30378,29408,28527,27102,24617,21364
2005,8,21,18568,16648,15718,14887,14492,14591,15137,17188,21625,25413,27668,29607,31523,32825,33297,33599,34261,34151,32933,30385,28679,26189,23049,19730
2005,8,22,17298,15657,14240,13568,13511,14159,15409,16511,18116,19708,21649,23413,25694,27682,28444,29708,30817,30682,30027,28546,28284,26457,22580,19221
2005,8,23,16795,15334,14525,14064,14264,14543,15579,16018,15855,16460,17653,19407,20424,21864,23244,24515,25870,26269,25699,24582,24767,23378,20271,17441
2005,8,24,15075,13922,13176,12767,12809,13882,15590,16329,16832,17962,19491,21058,22589,23788,24157,25835,27232,27759,27293,25665,24826,23114,20208,16987
2005,8,25,14755,13511,12806,12160,12292,13343,14977,15728,16119,16971,18319,19782,21486,22801,23836,24772,25699,26446,26154,24494,23900,22319,19109,15896
2005,8,26,13580,12242,11523,11155,11252,12353,13842,14676,14867,16193,17213,18237,19491,20824,21061,20855,20846,21008,20063,19653,19677,18778,16619,14480
2005,8,27,12854,11748,11168,10828,10705,11077,12008,13310,15239,16609,17358,17439,17651,17688,17446,17782,18033,18542,19114,19177,19398,18430,16796,14826
2005,8,28,13171,11847,11182,10870,10680,10746,11417,13085,15952,18498,19756,21140,23082,25235,26898,27983,28670,28806,28180,26705,26441,23906,20842,17444
2005,8,29,15087,13898,12966,12501,12463,14246,16557,17240,16709,17080,17774,18838,20425,22521,23626,24801,25602,26441,26097,25616,26059,23984,20529,17300
2005,8,30,15276,14227,13730,13401,13528,14947,17889,18337,17954,18775,19598,21039,22766,23923,23957,24938,27096,27113,26617,26319,26726,25381,22551,20083
2005,8,31,18018,16693,15895,15258,15040,16033,18399,19143,19104,19781,20367,21147,21574,22304,22631,23727,25166,26406,26156,24629,24335,22215,19009,16194
2005,9,1,13872,12557,11952,11403,11561,12883,15151,15665,15223,16113,17573,19257,21389,23269,24192,24897,26182,26827,26457,25098,24711,22401,18897,15923
2005,9,2,13728,12432,11586,11152,11216,12236,14505,15295,15222,16218,17849,19365,21571,23821,25161,26609,27796,28460,27627,25717,25068,22510,19508,16624
2005,9,3,14051,12366,11220,10579,10263,10459,11211,12689,14756,16781,18939,20495,21906,23549,24847,26209,27270,27543,26912,24768,23664,21383,18588,15787
2005,9,4,13395,11843,10859,10507,10301,10284,11144,12894,15620,17669,19018,20145,21186,21882,22647,23123,23556,23959,23579,22149,21373,19420,16720,14407
2005,9,5,12168,10724,10001,9717,9689,10036,10633,11920,14061,16046,17274,18533,19177,19651,19836,20542,21025,21073,20705,19795,19991,18254,16086,13645
2005,9,6,11990,11252,10790,10385,10773,12216,14980,14932,14458,14834,15157,15771,16379,17476,17968,19232,20873,21485,21434,20695,21012,18920,15705,13432
2005,9,7,11803,10995,10597,10214,10476,11997,14346,14641,13936,14066,14740,15058,15660,16554,17631,19148,20758,21821,21605,20255,20334,18444,15599,12765
2005,9,8,11386,10706,10296,10197,10498,11709,14042,14236,13423,13527,14069,14579,15524,16909,18140,19802,21687,22506,22121,20972,20933,19280,16087,13497
2005,9,9,11831,10982,10505,10304,10469,11823,14528,15058,14149,14253,14849,16005,17017,18690,20081,21717,23436,24082,23421,21753,21196,18898,16512,14365
2005,9,10,12756.5375055094,11622.7082789502,10965.4940214636,10576.0882632677,10693.5822210552,11606.4212218958,13457.756504024,14580.2040799083,15342.746151768,16399.501435865,17391.4421754396,18283.9608696328,19218.8584052924,20089.5082129433,20654.2741336431,21335.154587728,22075.8306604948,22667.1808474624,22602.747050396,22064.2522503356,21547.932970534,20399.1372266489,17940.6651495475,15352.3395826903
2005,9,11,12780.6449060219,11643.4650165142,10983.6474565439,10592.0915750452,10707.7751629405,11617.9255987875,13465.2493152455,14589.379756661,15359.7794923838,16424.700432863,17424.9094603458,18325.1867766613,19266.8430643341,20142.8141735026,20711.5345847296,21394.7552235773,22136.1000061251,22726.8755964592,22658.9856269609,22113.6982202179,21591.8100158099,20440.7635214356,17977.9361887026,15384.7983174667
2005,9,12,12804.7523065343,11664.2217540781,11001.8008916242,10608.0948868226,10721.9681048257,11629.4299756792,13472.742126467,14598.5554334136,15376.8128329996,16449.899429861,17458.376745252,18366.4126836897,19314.8277233758,20196.120134062,20768.7950358161,21454.3558594265,22196.3693517555,22786.570345456,22715.2242035257,22163.1441901001,21635.6870610859,20482.3898162222,18015.2072278576,15417.257052243
